;;;;"";"424511121f001082087e1412";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-30 10:39:29"
;;;;"";"00a8c3f0e8d5e2e8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-30 10:38:41"
;;;;"";"009ec7f0e876dee8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-29 10:38:12"
;;;;"";"0036ccf0e8aee1e8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-28 10:37:45"
;;;;"";"424511111f001082087e1412";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-27 10:37:52"
;;;;"";"0099c9f0e88adee8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-27 10:37:04"
;;;;"";"007fc8f0e841e1e8683f00cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-26 10:36:35"
;;;;"";"0012c5f0e831e2e8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-25 10:35:57"
;;;;"";"324511111f001082087e1412";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-24 10:35:51"
;;;;"";"002ac8f0e861dfe8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-24 10:35:04"
;;;;"";"00a6c7f0e803dfe8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-23 10:34:34"
;;;;"";"003ac7f0e827dfe8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-22 10:34:04"
;;;;"";"000cc5f0e86be3e8680000cf";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-21 10:33:34"
;;;;"";"324511111f001082087e1412";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-20 10:33:52"
;;;;"";"0068c5f0e881dfe8680000ce";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-20 10:33:04"
;;;;"";"0095c4f0e8bbdee8680000ce";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-19 10:32:31"
;;;;"";"000ecaf0e867dfe8680000ce";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-18 10:32:03"
;;;;"";"0081c6f0e8efdee8680000ce";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-17 10:31:32"
;;;;"";"224511111f001082087e1412";"002C37D2";"Good";"Good";"N/A";"SIGFOX_NewZealand_Thinxtra";"2020-04-16 10:31:51"
